Crop,State,District,Season,Year,Area,Production,Yield,Rainfall,Temperature,Humidity,pH,N,P,K,Pesticide_usage
Chickpea,Bihar,Patna,Rabi,2010,48652.03,76607.49,1.5746,493.51,21.85,,6.93,36.02,41.16,36.91,13.6
Groundnut,Andhra Pradesh,Kurnool,Zaid,2005,37681.35,64514.24,1.7121,713.99,,52.86,6.16,20.74,32.76,73.21,19.26
Onion,Assam,Guwahati,Rabi,2009,10255.16,238940.1,23.2995,366.65,20.95,54.07,6.95,74.99,58.14,90.02,15.56
Potato,West Bengal,Kolkata,Rabi,2017,38908.45,1270893.94,32.6637,648.23,16.49,72.45,6.02,127.96,98.28,112.81,0.71
Tea,Assam,Dibrugarh,Whole Year,2017,22047.1,43192.47,1.9591,2236.06,19.42,77.8,4.71,112.42,24.66,45.17,9.68
Coffee,Haryana,Hisar,Whole Year,2018,43149.62,86381.22,2.0019,2039.88,24.78,74.38,5.5,124.55,42.76,120.68,7.01
Potato,Telangana,Khammam,Rabi,2008,33995.23,860823.81,25.3219,747.52,24.85,65.81,5.27,127.06,72.26,107.58,17.22
Onion,Punjab,Amritsar,Zaid,2007,17188.85,443089.02,25.7777,315.05,27.31,64.67,7.34,86.78,63.46,91.66,12.5
Soybean,West Bengal,Kolkata,Kharif,2023,19433.18,41587.01,2.14,1140.47,25.89,51.87,6.72,23.7,48.71,57.42,13.23
Barley,Bihar,Darbhanga,Rabi,2016,46940.92,127834.21,2.7233,448.56,12.96,53.04,6.74,66.46,43.59,46.15,13.82
Onion,Gujarat,Mehsana,Rabi,2016,,18130.28,23.4314,446.05,27.06,65.89,6.42,66.21,63.58,97.27,12.2
Cotton,Andhra Pradesh,Guntur,Kharif,2020,5721.55,13240.81,2.3142,549.46,29.89,65.22,6.71,92.51,44.17,47.36,10.86
Tea,Tamil Nadu,Tiruchirappalli,Whole Year,2019,30556.62,59441.79,1.9453,1956.72,26.19,81.48,5.5,83.26,39.1,58.11,13.97
Sugarcane,Maharashtra,Pune,Whole Year,2008,10711.16,,84.2656,1303.2,32.4,84.91,7.48,135.38,54.67,98.22,
Wheat,Odisha,Sambalpur,Rabi,2009,37909.29,140571.44,3.7081,513.21,20.21,45.02,6.85,62.63,57.35,52.65,
Groundnut,Andhra Pradesh,Kurnool,Zaid,2013,30679.5,58772.72,1.9157,517.08,29.56,59.62,6.53,30.82,40.77,,5.78
Coffee,Karnataka,Belagavi,Whole Year,2016,47457.5,85660.79,1.805,2148.62,27.73,84.33,6.14,125.54,41.64,,18.22
Groundnut,Assam,Guwahati,Zaid,2018,44550.73,82294.11,1.8472,744.38,27.88,53.84,5.92,28.26,34.83,71.5,2.87
Sunflower,Andhra Pradesh,Kurnool,Zaid,2007,42936.12,73931.71,1.7219,556.19,25.37,,6.0,67.13,56.88,59.92,12.92
Onion,Bihar,Muzaffarpur,Rabi,2004,26945.4,648858.7,24.0805,644.13,15.04,65.59,7.18,90.2,44.59,77.02,7.99
Tea,West Bengal,Durgapur,Whole Year,2009,9996.29,26411.2,2.6421,2362.29,24.29,94.54,4.51,120.21,36.68,69.2,13.45
Groundnut,Odisha,Cuttack,Zaid,2011,25600.11,48217.81,1.8835,703.56,26.57,53.53,5.61,24.16,36.6,81.7,13.83
Barley,Karnataka,Belagavi,Rabi,2002,41622.62,110841.04,2.663,574.45,,48.64,6.09,59.91,47.67,43.79,11.57
Maize,Gujarat,Vadodara,Kharif,2012,37987.46,168037.53,4.4235,835.77,21.49,79.19,6.57,105.71,,54.85,4.29
Tomato,Haryana,Gurugram,Zaid,2020,993.5,39180.46,39.4368,1003.64,23.74,69.75,6.5,108.33,66.14,113.63,
Groundnut,Bihar,Darbhanga,Zaid,2017,3382.61,4434.26,1.3109,416.21,26.46,,5.93,21.01,30.42,61.91,9.85
Turmeric,Andhra Pradesh,Kurnool,Kharif,2010,14445.55,109748.62,7.5974,1817.13,33.27,77.1,6.02,63.45,51.14,136.18,
Maize,Tamil Nadu,Coimbatore,Zaid,2023,13806.29,49346.44,3.5742,640.7,28.83,65.23,6.2,85.74,59.38,56.36,15.7
Groundnut,Maharashtra,Nagpur,Zaid,2012,33783.56,62921.88,1.8625,830.15,25.6,61.78,5.67,36.08,34.93,86.56,17.78
Sunflower,Assam,Dibrugarh,Zaid,2010,40814.12,69139.12,1.694,750.76,21.95,64.41,7.42,90.3,57.78,54.2,16.4
Potato,Punjab,Patiala,Rabi,2011,4244.0,105729.5,24.9127,783.08,16.88,72.78,5.25,127.32,63.29,111.39,11.38
Groundnut,Punjab,Ludhiana,Zaid,2018,17544.45,31436.15,1.7918,885.6,25.05,57.57,,,35.5,,5.94
Ginger,Andhra Pradesh,Guntur,Kharif,2015,40072.98,617147.94,15.4006,2635.95,29.6,78.61,5.54,74.31,59.45,109.8,19.82
Maize,Bihar,Patna,Zaid,2013,23310.68,106245.42,4.5578,844.41,26.9,73.75,6.24,95.78,68.9,59.43,9.76
Cotton,Madhya Pradesh,Indore,Kharif,2021,508.12,1090.88,2.1469,509.21,21.4,58.11,7.68,94.19,43.79,48.91,19.83
Mustard,Madhya Pradesh,Ujjain,Rabi,2013,47688.78,87470.76,1.8342,396.34,24.46,45.75,6.64,63.18,38.4,35.45,12.94
Jowar,Andhra Pradesh,Guntur,Kharif,2003,23072.25,29419.43,1.2751,,27.36,43.6,7.32,65.39,,34.11,1.6
Barley,Punjab,Bathinda,Rabi,2013,44702.45,123414.52,2.7608,408.19,24.53,48.35,6.33,75.46,35.03,48.59,1.09
Ginger,Madhya Pradesh,Gwalior,Kharif,2007,27469.2,404706.47,14.7331,1656.08,20.01,89.04,5.96,93.86,46.92,93.95,14.88
Maize,Uttar Pradesh,Varanasi,Kharif,2014,977.0,3677.62,3.7642,639.84,23.32,60.77,6.65,103.96,58.44,55.74,8.67
Jowar,Telangana,Hyderabad,Kharif,2001,2433.62,4149.57,1.7051,758.75,32.87,63.66,6.41,89.54,41.04,28.72,
Potato,West Bengal,Durgapur,Whole Year,2022,5098.5,140995.45,27.6543,695.32,23.38,76.4,5.05,,82.35,113.0,17.49
Rice,Punjab,Patiala,Kharif,2023,20726.52,88854.59,4.287,1837.03,30.23,81.02,6.76,90.63,51.73,45.67,12.42
Soybean,Telangana,Khammam,Kharif,2003,6830.94,15349.81,2.2471,992.8,26.45,52.76,6.71,28.8,58.46,42.94,9.79
Tomato,Gujarat,Surat,Whole Year,2001,19132.72,954020.56,49.8633,1167.1,24.22,69.49,6.36,117.86,80.54,109.97,4.04
Rice,Madhya Pradesh,Rewa,Kharif,2010,41292.34,187954.47,4.5518,2169.72,27.79,89.23,6.93,113.74,53.21,43.89,11.26
Chickpea,Karnataka,Belagavi,Rabi,2018,48955.88,73712.87,1.5057,471.18,22.07,40.45,,34.45,43.61,39.49,5.51
Tea,West Bengal,Kolkata,Whole Year,2003,38604.7,92338.58,2.3919,2722.29,22.0,76.76,4.97,110.69,36.34,56.58,11.29
Potato,Andhra Pradesh,Kakinada,Whole Year,2017,42668.63,1205853.89,28.2609,638.27,17.29,67.93,5.59,121.83,84.96,114.81,17.19
Wheat,West Bengal,Asansol,Rabi,2007,8286.84,26867.59,3.2422,707.2,23.21,60.54,7.01,85.38,53.7,43.7,14.61
Cotton,Haryana,Gurugram,Kharif,2023,40615.85,86134.03,2.1207,826.88,31.92,58.82,7.03,95.83,44.88,33.65,18.88
Groundnut,Punjab,Jalandhar,Zaid,2000,44188.41,,2.1046,806.52,29.59,54.69,6.81,22.39,48.64,79.09,15.76
Potato,Bihar,Patna,Rabi,2011,16199.15,,27.6791,811.87,15.38,66.41,5.27,110.64,81.3,108.87,
Sugarcane,Madhya Pradesh,Bhopal,Whole Year,2008,1912.44,162330.58,84.8814,1711.88,34.28,71.99,7.09,129.7,66.35,107.4,12.17
Mustard,Uttar Pradesh,Lucknow,Rabi,2022,48986.28,106128.78,2.1665,494.62,22.87,41.56,6.73,50.93,48.1,45.43,6.07
Potato,Maharashtra,Pune,Rabi,2014,,95493.87,32.7138,802.7,17.96,68.89,6.03,129.44,97.58,109.15,15.83
Potato,West Bengal,Durgapur,Whole Year,2023,26656.48,737859.36,27.6803,601.32,22.2,75.04,6.23,124.66,86.27,135.52,4.72
Coffee,Haryana,Hisar,Whole Year,2016,36451.55,63035.67,1.7293,1959.14,22.13,87.04,5.68,84.11,61.86,104.57,16.38
Wheat,Gujarat,Surat,Rabi,2008,42849.71,152189.32,3.5517,835.47,10.98,43.01,6.08,79.42,40.62,49.84,2.84
Maize,Madhya Pradesh,Gwalior,Zaid,2011,40990.83,188754.57,4.6048,810.07,27.18,77.77,6.06,95.14,65.31,61.67,11.18
Sunflower,Madhya Pradesh,Rewa,Zaid,2015,5228.81,8064.92,1.5424,559.18,24.55,67.36,6.93,81.01,46.89,51.27,13.56
Sunflower,Maharashtra,Pune,Rabi,2012,5422.38,8148.21,1.5027,521.42,24.09,61.21,6.02,81.29,46.2,59.33,6.83
Sunflower,Andhra Pradesh,Guntur,Zaid,2019,28451.69,43755.85,1.5379,415.25,22.68,42.19,7.49,79.8,58.59,55.05,8.73
Potato,Haryana,Hisar,Rabi,2021,13862.46,399488.37,28.818,934.35,18.64,83.03,5.64,119.51,61.02,147.34,6.19
Potato,Gujarat,Ahmedabad,Rabi,2013,27921.57,826174.13,29.5891,652.89,16.8,65.03,5.48,121.2,80.4,123.64,12.85
Tomato,Rajasthan,Udaipur,Zaid,2000,34255.69,1682588.11,49.1185,905.47,25.62,78.97,6.14,91.77,85.07,114.41,9.69
Sunflower,Maharashtra,Nashik,Rabi,2023,6511.74,9739.61,1.4957,767.92,26.74,43.07,6.06,73.64,,40.86,
Maize,West Bengal,Asansol,Zaid,2007,26164.03,116573.84,4.4555,785.55,26.61,69.58,5.8,,48.33,59.65,17.49
Groundnut,Telangana,Hyderabad,Kharif,2016,885.66,1505.62,1.7,819.55,30.48,54.93,6.57,17.58,46.47,72.16,
Groundnut,Telangana,Nizamabad,Kharif,2007,46369.88,75777.66,1.6342,622.18,27.76,57.74,,23.13,36.35,81.7,13.12
Potato,Maharashtra,Pune,Whole Year,2005,48029.62,1374607.72,28.62,583.77,19.04,75.2,5.52,90.89,93.06,131.13,4.91
Soybean,Rajasthan,Bikaner,Kharif,2008,20918.14,38968.4,1.8629,779.78,28.28,69.51,6.42,23.28,49.5,55.52,10.34
Soybean,Telangana,Khammam,Kharif,2010,32981.79,95568.03,2.8976,900.68,26.98,78.42,6.47,42.94,56.51,54.49,2.09
Potato,Haryana,Gurugram,Whole Year,2008,4557.99,121464.05,26.6486,947.7,,80.26,5.72,90.36,67.46,102.89,8.79
Mustard,Tamil Nadu,Coimbatore,Rabi,2017,,61373.6,2.2924,561.24,10.71,41.22,6.41,80.53,36.28,46.92,1.51
Tomato,Punjab,Jalandhar,Whole Year,2014,4375.48,182466.27,41.702,,23.82,74.84,6.3,104.24,70.44,110.43,16.32
Wheat,Bihar,Gaya,Rabi,2004,12643.81,42438.95,3.3565,911.79,16.05,59.19,6.06,82.47,55.46,42.97,4.85
Groundnut,Tamil Nadu,Coimbatore,Zaid,2006,42796.75,85156.97,1.9898,896.92,34.74,72.28,5.59,36.01,34.21,86.92,12.73
Tomato,Punjab,Amritsar,Zaid,2004,,1496737.05,36.1938,985.64,25.03,60.42,6.73,80.14,,90.98,5.87
Sugarcane,Gujarat,Ahmedabad,Whole Year,2014,17187.06,1493302.86,86.8853,1332.52,24.88,75.87,6.37,143.42,64.42,85.0,0.88
Sugarcane,Odisha,Sambalpur,Whole Year,2000,22663.68,1633831.49,72.0903,1180.03,24.67,88.88,7.09,148.76,54.14,85.3,6.85
Jowar,Punjab,Bathinda,Kharif,2000,10698.04,17498.78,1.6357,624.68,30.33,58.33,,81.94,29.84,47.78,17.96
Potato,Haryana,Gurugram,Rabi,2002,1654.27,44484.64,26.8908,,17.02,80.0,6.0,,93.89,113.32,18.1
Sugarcane,Assam,Silchar,Whole Year,2001,12840.34,1226574.76,95.5251,1976.43,34.13,75.66,6.76,144.26,78.94,99.06,4.21
Sugarcane,Haryana,Ambala,Whole Year,2014,42463.09,3599787.22,84.7745,1196.52,26.38,71.68,7.24,146.6,66.98,97.02,3.77
Barley,Andhra Pradesh,Visakhapatnam,Rabi,2003,25102.38,78168.81,3.114,497.34,13.7,39.9,7.08,66.95,50.17,46.54,1.15
Onion,West Bengal,Kolkata,Rabi,2007,5449.76,124383.69,22.8237,650.92,26.58,67.06,6.86,69.87,49.43,84.28,
Maize,Karnataka,Bengaluru,Zaid,2008,24172.55,104833.93,4.3369,900.58,27.56,66.33,6.75,109.28,46.27,48.85,13.27
Sunflower,Gujarat,Surat,Zaid,2012,5129.38,8102.37,1.5796,454.04,,,6.03,88.17,59.65,49.75,
Sunflower,Andhra Pradesh,Visakhapatnam,Rabi,2016,,67720.16,1.7174,760.65,26.85,67.53,7.28,64.84,40.95,47.92,1.98
Onion,Maharashtra,Aurangabad,Rabi,2009,25298.88,547799.18,21.6531,310.36,26.36,54.0,7.48,98.32,,77.85,6.44
Mustard,Tamil Nadu,Coimbatore,Rabi,2013,13367.97,27313.44,2.0432,561.64,,65.95,7.29,64.3,42.34,33.36,17.97
Tomato,Assam,Silchar,Whole Year,2009,13206.52,534540.5,40.4755,888.38,26.49,71.86,6.68,117.77,84.85,84.01,8.81
Chickpea,Haryana,Gurugram,Rabi,2002,32923.5,54692.52,1.6612,475.1,27.15,40.12,7.34,,49.2,38.58,8.04
Rice,Telangana,Khammam,Kharif,2017,37313.94,147807.98,3.9612,1252.18,22.63,86.51,6.57,100.58,52.73,44.86,6.22
Sugarcane,Tamil Nadu,Coimbatore,Whole Year,2021,23412.75,1808698.15,77.2527,1073.25,31.4,89.01,7.0,125.81,68.01,83.89,11.02
Tomato,Haryana,Hisar,Whole Year,2013,12135.96,438955.25,36.1698,690.98,24.36,60.9,6.68,117.35,65.42,86.84,5.35
Sugarcane,Odisha,Cuttack,Whole Year,2023,20463.01,1680592.22,82.1283,1467.22,28.17,75.17,6.55,128.65,,109.97,9.74
Tomato,Punjab,Jalandhar,Whole Year,2019,14382.04,506733.92,35.2338,883.38,21.61,77.45,6.68,106.07,74.61,109.3,10.75
Potato,Uttar Pradesh,Bareilly,Rabi,2006,40450.74,1053790.32,26.0512,621.96,17.15,84.43,5.25,115.33,,107.33,12.16
Onion,Rajasthan,Udaipur,Zaid,2017,4060.72,100615.71,24.7778,563.78,21.15,73.99,6.24,75.91,51.08,96.94,7.55
Sunflower,Andhra Pradesh,Vijayawada,Rabi,2015,32890.29,65208.29,1.9826,675.27,27.97,61.15,6.22,88.61,55.63,44.21,5.98
Maize,Uttar Pradesh,Agra,Zaid,2023,5774.04,25400.58,4.3991,1140.38,23.77,63.84,6.31,86.9,45.56,48.56,16.23
Wheat,Punjab,Ludhiana,Rabi,2004,26916.59,84375.43,3.1347,535.83,13.21,56.23,6.35,67.38,43.92,,2.65
Potato,Andhra Pradesh,Visakhapatnam,Whole Year,2022,22631.72,611977.55,27.0407,748.2,18.59,71.3,,80.65,68.99,147.89,4.63
Tomato,Madhya Pradesh,Ujjain,Zaid,2020,48314.83,1855110.71,38.3963,860.81,26.95,67.93,6.82,100.48,62.39,84.15,6.92
Tea,Karnataka,Mangaluru,Whole Year,2016,49224.67,102367.62,2.0796,1651.13,,91.03,5.5,87.97,21.24,76.58,9.98
Onion,Tamil Nadu,Madurai,Zaid,2018,3653.35,72350.58,19.8039,447.11,27.62,56.18,7.01,,54.41,,13.39
Bajra,Gujarat,Rajkot,Kharif,2002,15653.82,17486.88,1.1171,303.41,35.1,56.38,6.75,57.49,30.83,26.86,14.09
Onion,Bihar,Muzaffarpur,Zaid,2014,34451.12,802735.21,23.3007,646.61,,55.4,7.08,81.78,69.33,90.44,5.93
Sugarcane,Tamil Nadu,Tiruchirappalli,Whole Year,2005,46555.87,,74.8778,1384.47,26.63,89.13,6.06,115.23,79.27,85.17,9.73
Jowar,Maharashtra,Aurangabad,Kharif,2014,28952.88,48163.12,1.6635,891.39,27.95,42.2,6.86,,48.04,36.54,
Sunflower,Karnataka,Mysuru,Rabi,2021,33140.43,51370.98,1.5501,496.28,21.19,54.61,7.44,,46.67,41.76,10.59
Potato,West Bengal,Siliguri,Rabi,2021,20134.03,505672.2,25.1153,679.74,20.86,83.79,,81.83,79.01,107.44,4.3
Tea,Uttar Pradesh,Bareilly,Whole Year,2017,13193.37,31686.52,2.4017,2655.63,26.67,78.65,4.8,125.45,26.62,,0.58
Bajra,Maharashtra,Kolhapur,Kharif,2000,23846.14,29283.06,1.228,538.63,35.53,51.93,6.95,46.15,21.15,34.47,0.53
Sunflower,Assam,Jorhat,Rabi,2009,26144.42,37658.42,1.4404,500.16,31.13,59.38,6.08,62.6,52.68,57.38,13.07
Sunflower,Andhra Pradesh,Kakinada,Zaid,2010,34896.2,48994.26,1.404,666.49,21.71,60.16,7.13,67.95,43.65,54.08,15.44
Sunflower,Odisha,Bhubaneswar,Zaid,2010,9316.09,13454.3,1.4442,715.83,23.24,48.43,7.41,82.15,56.08,42.49,6.62
Sunflower,Uttar Pradesh,Kanpur,Zaid,2021,6333.98,11881.28,1.8758,797.3,29.14,48.11,7.03,67.4,52.4,49.38,4.95
Rice,Odisha,Sambalpur,Kharif,2005,5221.3,23109.47,4.426,2467.76,26.11,81.24,6.2,97.16,51.07,45.19,17.33
Soybean,Rajasthan,Bikaner,Kharif,2010,9160.49,17819.9,1.9453,973.32,24.47,64.24,6.62,21.79,44.43,41.7,10.22
Tomato,Gujarat,Vadodara,Zaid,2015,20778.87,790490.55,38.043,693.27,,78.09,6.94,97.86,89.68,80.22,1.62
Potato,Tamil Nadu,Madurai,Whole Year,2010,6123.3,,30.3199,888.74,15.2,69.03,6.15,128.84,96.49,128.94,2.57
Tea,Odisha,Sambalpur,Whole Year,2017,41582.98,109720.85,2.6386,1805.78,22.56,94.24,5.14,118.11,30.16,72.47,12.18
Groundnut,Assam,Silchar,Zaid,2006,34524.26,69884.01,2.0242,766.39,34.68,69.37,6.59,26.6,39.54,88.36,8.84
Chickpea,Bihar,Gaya,Rabi,2014,40125.42,53065.87,1.3225,415.89,24.03,45.63,7.15,24.86,,27.15,9.89
Groundnut,Karnataka,Mangaluru,Zaid,2021,38141.66,,1.4119,,26.28,61.46,6.29,22.6,31.75,75.76,15.6
Groundnut,West Bengal,Kolkata,Zaid,2016,21681.09,34960.76,1.6125,565.15,29.69,64.43,5.75,23.76,36.36,73.91,16.06
Onion,Bihar,Muzaffarpur,Zaid,2013,47693.82,1056651.81,22.1549,301.06,15.12,51.69,7.42,97.53,60.4,99.81,12.29
Sugarcane,Uttar Pradesh,Varanasi,Whole Year,2006,5477.5,394234.85,71.9735,1194.6,24.3,66.78,6.43,135.44,65.03,91.64,17.16
Groundnut,Odisha,Bhubaneswar,Zaid,2002,26853.93,57056.55,2.1247,497.23,25.98,50.41,6.57,32.93,49.18,85.87,5.94
Potato,Punjab,Patiala,Whole Year,2021,778.75,21404.72,27.486,952.2,16.75,75.49,5.23,85.43,63.26,139.53,15.7
Turmeric,Karnataka,Belagavi,Kharif,2021,,195684.21,8.8841,2305.34,30.28,75.1,6.25,92.72,46.96,112.83,7.28
Barley,Rajasthan,Kota,Rabi,2014,19324.92,51429.41,2.6613,574.06,12.92,54.83,7.2,72.86,38.22,36.57,19.77
Tea,West Bengal,Durgapur,Whole Year,2017,4254.41,,2.1311,2806.05,18.84,80.48,4.63,88.79,22.93,49.04,0.81
Turmeric,Assam,Jorhat,Kharif,2011,37216.32,297261.63,7.9874,2150.6,31.26,71.46,6.88,94.13,,114.8,19.96
Maize,Punjab,Ludhiana,Zaid,2017,24763.18,115364.23,4.6587,658.36,23.51,73.9,6.5,112.94,56.97,57.62,7.82
Wheat,Karnataka,Hubli,Rabi,2005,7297.0,22496.65,3.083,496.27,21.39,61.27,6.23,71.87,45.66,54.06,
Maize,Andhra Pradesh,Guntur,Zaid,2004,28365.82,113253.37,3.9926,780.11,23.34,72.09,5.95,98.53,49.26,44.29,4.14
Tea,Gujarat,Surat,Whole Year,2010,2113.68,5399.18,2.5544,1525.4,16.1,79.12,5.09,134.75,34.36,74.55,2.3
Tomato,Haryana,Hisar,Whole Year,2001,7354.5,258466.55,35.144,873.69,,62.05,6.74,115.14,,85.4,6.09
Tea,Madhya Pradesh,Jabalpur,Whole Year,2013,6679.05,16562.04,2.4797,2507.29,25.55,84.88,5.41,133.76,32.96,48.06,10.81
Onion,Tamil Nadu,Salem,Rabi,2007,25664.38,544936.91,21.2332,597.82,18.75,58.15,6.69,74.76,49.18,86.64,9.28
Ginger,Andhra Pradesh,Kurnool,Kharif,2011,29148.94,413742.97,14.1941,,29.27,79.13,6.04,95.83,,99.98,3.2
Potato,Haryana,Ambala,Whole Year,2011,8917.29,229617.54,25.7497,894.04,23.89,84.28,5.57,87.08,64.97,138.15,7.14
Sunflower,Andhra Pradesh,Kurnool,Zaid,2000,27302.21,,1.386,538.98,26.7,69.74,7.04,64.4,51.81,42.36,6.41
Coffee,Telangana,Nizamabad,Whole Year,2013,19782.24,35604.08,1.7998,2084.57,27.35,77.15,6.07,114.88,61.54,92.6,12.67
Potato,Karnataka,Bengaluru,Whole Year,2003,47771.53,1272690.89,26.6412,524.18,23.04,68.41,5.21,128.6,82.84,126.23,8.77
Sunflower,Andhra Pradesh,Kakinada,Zaid,2003,15250.46,25270.01,1.657,778.56,21.47,45.75,6.76,77.14,52.56,55.69,18.8
Maize,West Bengal,Siliguri,Zaid,2023,30302.53,136331.08,4.499,728.11,23.41,57.52,6.95,95.27,56.28,60.84,1.34
Mustard,Odisha,Sambalpur,Rabi,2015,43197.65,76576.47,1.7727,480.49,12.41,45.13,7.22,57.93,36.35,33.97,14.21
Coffee,Madhya Pradesh,Bhopal,Whole Year,2022,21137.18,40378.35,1.9103,1854.74,26.24,74.62,,117.48,65.9,87.04,9.04
Maize,Tamil Nadu,Salem,Zaid,2015,24521.96,111817.69,4.5599,,22.52,61.71,5.86,106.47,,42.84,13.18
Potato,Madhya Pradesh,Jabalpur,Whole Year,2012,6241.2,174269.28,27.9224,900.84,16.17,77.39,6.41,121.11,68.12,120.57,9.36
Wheat,Telangana,Hyderabad,Rabi,2000,23324.59,72758.73,3.1194,700.51,23.93,64.63,7.16,60.37,57.55,43.25,12.31
Tea,West Bengal,Asansol,Whole Year,2023,3332.82,7709.15,2.3131,2494.58,,79.55,4.91,130.61,28.17,42.16,11.68
Chickpea,Karnataka,Mangaluru,Rabi,2019,10226.84,20666.4,2.0208,462.62,19.94,45.39,6.09,38.46,52.81,31.71,12.87
Mustard,Rajasthan,Jaipur,Rabi,2012,44857.85,118137.63,2.6336,350.89,11.6,69.82,6.32,89.31,49.23,41.84,1.16
Sugarcane,Punjab,Amritsar,Whole Year,2012,19571.71,1593266.37,81.4066,1804.73,34.06,,6.45,142.58,58.14,94.93,4.42
Onion,Odisha,Bhubaneswar,Zaid,2020,25392.21,600980.29,23.6679,643.38,24.81,50.46,6.25,63.32,58.52,75.22,9.74
Soybean,Madhya Pradesh,Indore,Kharif,2007,36218.96,88298.2,2.4379,737.66,,54.63,6.04,43.6,43.11,59.37,16.29
Cotton,Assam,Dibrugarh,Kharif,2016,,106528.39,2.2792,1107.68,32.16,64.21,6.98,93.02,34.87,36.46,
Maize,Haryana,Gurugram,Zaid,2016,12406.42,44653.19,3.5992,743.1,26.77,68.84,6.19,88.44,57.38,60.85,4.98
Maize,Andhra Pradesh,Kakinada,Kharif,2004,10349.34,,4.4972,1104.25,20.83,57.17,6.03,94.02,53.03,46.99,19.09
Onion,Telangana,Nizamabad,Rabi,2022,28309.52,711542.8,25.1344,402.46,15.75,58.71,,98.26,55.76,92.27,
Sugarcane,Bihar,Bhagalpur,Kharif,2001,25644.85,2237492.65,87.2492,1553.34,,85.14,6.73,145.64,66.39,92.88,18.07
Groundnut,Gujarat,Ahmedabad,Kharif,2002,201.51,377.49,1.8733,610.04,27.05,,6.56,26.26,45.64,66.8,6.01
Maize,Bihar,Darbhanga,Zaid,2001,45317.88,197644.87,4.3613,939.36,25.34,67.66,6.18,119.25,41.9,42.34,1.48
Ginger,Telangana,Khammam,Kharif,2004,39121.4,528800.05,13.5169,1943.66,23.18,83.37,6.22,66.72,46.95,83.44,11.97
Chickpea,Andhra Pradesh,Vijayawada,Rabi,2004,8565.61,11478.77,1.3401,374.69,16.81,69.46,7.01,38.42,46.58,25.37,15.85
Ginger,Gujarat,Vadodara,Kharif,2002,37354.22,448153.52,11.9974,1641.63,23.87,89.06,5.96,,49.72,92.65,11.14
Sugarcane,Haryana,Rohtak,Whole Year,2014,25932.0,2240895.63,86.4143,1443.83,26.5,88.41,7.07,158.11,,,17.34
Potato,Tamil Nadu,Chennai,Whole Year,2018,17002.66,394063.85,23.1766,689.4,17.57,69.51,5.59,87.84,70.19,113.33,17.43
Soybean,Tamil Nadu,Tiruchirappalli,Kharif,2016,23311.92,51910.98,2.2268,793.74,26.33,51.31,6.07,22.88,46.63,52.22,0.71
Sunflower,Punjab,Patiala,Rabi,2019,25252.76,41101.39,1.6276,694.43,28.4,40.91,6.81,81.39,47.71,,14.4
Chickpea,Madhya Pradesh,Gwalior,Rabi,2017,33280.95,56028.48,1.6835,622.63,26.09,53.79,6.34,30.51,44.82,37.51,15.75
Rice,Bihar,Patna,Kharif,2023,49105.3,178266.97,3.6303,1342.42,24.83,87.52,6.92,99.05,49.99,47.45,16.61
Maize,Haryana,Rohtak,Kharif,2013,38760.75,173985.38,4.4887,658.38,26.11,58.21,6.96,111.22,53.14,48.63,1.41
Potato,West Bengal,Kolkata,Whole Year,2003,133.82,3698.29,27.6363,742.16,16.01,,5.39,103.6,80.51,116.83,19.0
Potato,Odisha,Cuttack,Whole Year,2010,42236.34,947407.57,22.4311,648.07,24.47,72.89,,80.51,67.46,117.7,13.19
Rice,Punjab,Bathinda,Kharif,2014,31904.26,164523.89,5.1568,2414.61,29.54,77.83,6.24,98.32,53.63,55.82,1.42
Sugarcane,Telangana,Khammam,Whole Year,2007,,1058140.96,80.4946,1906.42,25.95,86.38,6.65,135.43,53.46,92.32,6.79
Wheat,Bihar,Patna,Rabi,2018,31045.04,108294.41,3.4883,888.39,13.03,52.91,6.42,91.28,51.86,46.18,10.16
Coffee,Rajasthan,Kota,Whole Year,2009,35332.43,60460.85,1.7112,2389.26,26.9,75.49,6.29,111.12,49.54,95.84,4.92
Cotton,West Bengal,Asansol,Kharif,2000,30826.09,62065.25,2.0134,1175.0,33.49,68.93,7.67,67.7,29.85,36.18,10.2
Maize,West Bengal,Howrah,Kharif,2004,15914.89,81525.62,5.1226,1029.15,20.39,50.67,6.0,119.39,66.44,63.91,18.38
Tea,Odisha,Sambalpur,Whole Year,2014,34087.14,73600.95,2.1592,1835.25,23.79,80.88,4.81,125.56,30.99,60.92,5.68
Turmeric,Gujarat,Mehsana,Kharif,2007,46394.28,387832.98,8.3595,1471.11,26.53,,5.9,85.25,52.79,144.38,4.96
Maize,Odisha,Sambalpur,Zaid,2013,2628.6,11845.79,4.5065,,25.77,70.13,6.71,103.29,66.77,56.93,7.27
Groundnut,Tamil Nadu,Salem,Kharif,2019,25706.95,41740.37,1.6237,767.87,34.76,65.72,6.72,19.89,39.06,73.5,8.37
Sunflower,West Bengal,Kolkata,Rabi,2019,31446.98,41337.06,1.3145,569.87,31.64,57.92,,71.1,41.68,50.52,3.14
Sunflower,Haryana,Ambala,Zaid,2023,8439.94,12011.72,1.4232,718.91,24.2,53.36,,84.09,47.18,42.62,8.34
Maize,West Bengal,Kolkata,Zaid,2002,33763.34,127706.46,3.7824,738.34,21.3,78.23,6.15,101.11,41.36,52.32,10.13
