temperature,rainfall,humidity,soil_pH,nitrogen,phosphorus,potassium,solar_radiation,wind_speed,soil_moisture,crop_type,yield,yield_category,crop_name
34.36,889.25,84.92,5.74,150.57,55.6,54.04,24.72,0.5,49.44,0,6.913,Low,Rice
26.4,740.56,50.41,7.5,151.61,24.85,80.99,19.37,4.04,56.76,4,8.209,High,Cotton
25.78,429.64,71.1,6.43,126.78,66.22,53.51,25.67,3.61,40.66,4,7.21,Low,Cotton
21.73,1004.01,62.41,7.44,99.01,10.0,67.68,11.9,4.33,46.89,0,7.627,Medium,Rice
22.04,1653.47,74.58,7.41,150.45,54.21,122.1,13.38,3.16,35.81,3,6.573,Low,Soybean
25.64,347.98,64.05,6.84,59.76,78.38,51.59,21.42,2.85,24.34,1,7.23,Low,Wheat
29.2,890.32,43.24,6.91,103.29,38.81,94.68,19.06,6.51,21.74,4,8.587,High,Cotton
32.48,1092.16,66.13,6.84,49.16,74.33,89.82,23.26,1.29,21.94,0,7.806,Medium,Rice
22.18,936.92,80.73,4.89,91.85,83.11,79.4,17.94,4.6,55.04,7,8.225,High,Millet
35.96,866.06,64.56,6.59,145.68,10.0,92.99,14.53,2.64,10.0,7,6.669,Low,Millet
25.37,510.24,76.63,5.61,140.22,56.97,51.0,17.15,3.0,35.0,2,7.975,Medium,Maize
26.87,969.84,49.32,6.64,122.04,10.0,121.41,11.87,3.02,33.52,0,8.654,High,Rice
22.52,672.97,64.61,5.59,126.82,57.64,128.12,13.49,2.29,40.77,2,8.699,High,Maize
12.45,243.02,55.63,5.55,44.57,59.86,81.18,21.89,4.36,17.15,7,4.451,Low,Millet
32.3,1258.38,76.2,7.78,105.1,10.35,140.58,21.49,5.59,51.06,3,7.22,Low,Soybean
31.42,1187.52,65.47,7.36,92.75,98.5,70.02,19.45,4.21,25.9,1,8.283,High,Wheat
25.31,915.5,75.35,6.5,93.64,65.72,90.01,11.12,3.66,61.99,0,8.138,Medium,Rice
27.4,968.72,81.32,6.65,143.98,43.02,115.8,16.57,2.02,35.67,6,8.649,High,Barley
30.1,1222.3,75.37,6.3,85.58,89.31,68.52,13.1,4.28,43.57,7,7.65,Medium,Millet
17.62,967.3,69.1,6.96,95.81,24.09,45.46,22.71,6.73,45.06,7,7.234,Low,Millet
23.83,1171.21,50.03,5.96,36.52,35.42,39.71,15.67,2.93,48.66,6,7.416,Low,Barley
31.77,810.76,64.96,7.29,108.24,14.01,131.52,13.66,2.94,45.56,5,8.301,High,Sugarcane
19.47,1293.6,57.0,6.3,76.49,96.02,66.77,18.12,2.66,38.59,7,8.112,Medium,Millet
28.76,996.24,59.84,6.16,123.17,66.65,75.36,15.44,2.77,50.15,4,8.505,High,Cotton
18.86,958.22,59.38,6.52,81.96,73.19,52.18,23.93,0.5,51.99,3,7.879,Medium,Soybean
29.8,518.98,50.3,6.03,124.18,66.02,103.71,15.06,4.11,33.52,0,8.352,High,Rice
26.79,986.09,35.64,6.76,114.21,71.48,60.46,12.4,2.23,51.4,6,8.227,High,Barley
17.31,650.41,54.98,6.07,186.88,61.56,67.72,9.39,1.08,62.88,4,6.193,Low,Cotton
33.99,708.52,67.9,6.87,139.89,65.42,87.49,17.88,4.63,55.59,6,8.452,High,Barley
22.59,655.39,44.78,7.47,46.41,62.15,53.4,15.75,1.88,58.99,0,7.531,Medium,Rice
22.14,580.13,65.24,5.92,69.4,47.83,75.54,12.28,2.99,47.58,2,7.634,Medium,Maize
28.2,1537.43,93.5,6.4,122.21,59.07,115.06,22.76,5.7,30.96,0,6.909,Low,Rice
33.89,1299.4,80.35,6.87,82.81,65.47,90.71,20.67,1.39,32.86,5,7.48,Medium,Sugarcane
20.91,1476.11,89.65,6.15,20.0,62.21,83.26,17.89,1.2,49.8,0,7.242,Low,Rice
27.37,533.13,70.87,6.87,173.98,30.44,85.37,23.46,3.9,59.14,0,8.755,High,Rice
29.57,921.38,82.51,6.94,148.81,33.1,70.27,20.65,5.22,86.79,5,7.789,Medium,Sugarcane
31.16,511.95,54.14,7.37,140.84,81.66,129.9,14.71,1.14,59.73,3,8.328,High,Soybean
28.06,691.29,55.33,6.02,95.71,53.86,59.7,13.84,4.11,27.44,7,8.239,High,Millet
24.8,624.56,23.91,5.75,137.11,71.69,85.27,21.27,4.37,33.49,0,7.654,Medium,Rice
22.03,1271.88,82.79,6.25,91.83,38.16,82.88,19.59,0.5,79.18,5,7.163,Low,Sugarcane
27.52,781.13,88.1,5.73,128.19,30.54,105.22,18.68,4.7,41.78,4,8.134,Medium,Cotton
20.57,1220.51,56.7,6.95,83.18,43.13,107.58,14.61,4.81,45.71,2,7.968,Medium,Maize
10.0,1081.24,61.19,5.57,180.65,55.55,79.2,20.43,3.03,30.59,2,6.074,Low,Maize
29.62,1591.09,53.69,8.37,57.19,46.7,87.27,14.98,5.38,68.48,0,5.674,Low,Rice
32.42,456.17,70.74,7.54,169.29,85.88,88.21,17.59,5.2,52.5,3,7.795,Medium,Soybean
12.82,1277.77,81.87,6.51,121.56,63.59,23.2,23.79,3.65,33.38,3,6.601,Low,Soybean
20.94,1243.93,38.86,7.19,100.42,96.98,40.28,15.36,2.82,30.09,4,7.793,Medium,Cotton
30.71,607.99,71.14,5.19,126.68,68.09,64.87,11.71,2.04,49.61,0,7.387,Low,Rice
39.34,1202.14,60.85,8.52,149.33,11.75,65.96,13.79,3.44,45.66,2,6.095,Low,Maize
27.12,1000.84,66.7,6.03,174.67,81.12,50.02,21.98,4.35,57.48,3,9.097,High,Soybean
22.63,831.76,71.88,6.4,132.53,29.81,98.74,19.02,3.01,53.2,0,8.305,High,Rice
25.9,652.82,62.18,5.02,84.37,64.61,80.05,17.48,0.5,41.03,6,8.268,High,Barley
35.25,684.27,63.45,6.89,122.23,44.51,74.63,15.96,5.4,36.84,3,7.64,Medium,Soybean
23.12,1514.94,61.79,5.61,192.67,102.85,48.6,19.94,3.79,42.6,5,7.595,Medium,Sugarcane
22.2,900.2,79.55,6.58,173.91,88.79,78.89,14.6,2.93,36.74,6,8.56,High,Barley
24.1,1134.64,71.28,6.06,156.35,45.16,15.0,19.22,4.79,43.05,7,8.697,High,Millet
21.28,662.73,68.31,5.64,151.83,57.45,75.93,15.07,5.79,45.25,3,8.313,High,Soybean
27.74,666.04,45.94,5.86,147.98,64.89,81.58,14.41,0.5,31.53,2,8.535,High,Maize
36.75,1224.6,59.32,6.68,166.35,77.27,86.05,15.45,4.15,54.46,1,7.793,Medium,Wheat
28.94,495.13,78.48,5.47,101.73,60.58,40.9,16.5,1.36,39.44,6,7.817,Medium,Barley
25.49,775.44,65.57,5.9,65.8,39.5,85.62,17.8,4.25,32.37,7,9.259,High,Millet
25.25,910.21,74.89,7.03,122.76,45.65,53.96,18.94,3.69,39.73,4,8.299,High,Cotton
17.62,933.41,91.5,8.58,87.3,59.91,59.69,8.0,4.45,48.63,4,6.414,Low,Cotton
32.3,846.27,80.58,6.88,77.8,84.69,97.95,14.77,2.75,46.25,2,8.414,High,Maize
26.53,1018.75,66.4,5.77,91.19,68.56,130.35,16.43,0.69,51.33,3,9.145,High,Soybean
25.92,1107.86,57.34,6.21,219.41,44.53,81.28,24.02,2.82,58.48,0,8.243,High,Rice
45.0,1120.39,26.7,6.53,125.44,72.97,59.57,13.68,4.11,64.57,3,5.731,Low,Soybean
28.79,604.26,62.47,6.22,134.48,52.26,84.72,18.65,5.02,49.28,2,8.888,High,Maize
22.49,814.75,60.11,7.22,71.11,77.81,103.48,23.98,1.74,28.96,4,8.307,High,Cotton
24.44,1258.43,70.86,6.67,46.25,110.54,95.52,12.75,5.04,40.96,3,8.373,High,Soybean
33.89,1168.39,62.69,7.23,87.24,52.82,148.58,19.58,2.53,29.94,4,7.676,Medium,Cotton
27.68,488.14,60.19,6.25,177.53,76.03,62.12,14.79,4.04,70.45,6,9.118,High,Barley
18.37,1005.44,38.31,7.56,133.37,45.09,86.31,15.98,2.74,74.81,7,7.174,Low,Millet
32.52,306.53,50.9,6.37,143.94,57.75,118.72,14.79,3.77,54.75,0,7.74,Medium,Rice
22.99,914.08,72.15,5.72,149.54,60.59,117.15,15.07,4.84,57.88,6,8.421,High,Barley
38.24,1469.33,90.74,8.24,96.35,56.13,31.25,28.0,1.66,48.76,4,4.383,Low,Cotton
33.48,615.63,63.54,5.04,175.52,109.26,79.92,21.38,2.48,50.49,4,7.591,Medium,Cotton
24.32,649.7,69.92,5.91,94.69,53.87,117.11,22.41,3.78,21.04,1,8.236,High,Wheat
34.69,1129.21,79.29,6.0,176.25,71.74,152.27,19.97,7.1,43.89,1,7.959,Medium,Wheat
27.41,437.16,52.84,8.51,137.69,21.4,97.59,11.57,2.21,31.78,6,6.121,Low,Barley
32.12,710.17,70.5,7.95,48.44,68.64,70.8,19.58,6.56,49.22,5,7.988,Medium,Sugarcane
29.91,1078.93,53.89,7.7,90.08,82.84,54.77,22.29,6.51,44.11,6,8.141,High,Barley
21.92,709.71,77.97,6.24,48.6,49.45,135.47,14.59,3.35,74.2,1,7.397,Low,Wheat
23.14,829.21,67.27,8.44,166.53,10.0,98.22,21.86,3.05,58.75,4,7.145,Low,Cotton
33.18,1123.26,69.48,6.79,119.01,59.23,58.8,20.82,2.46,49.27,2,8.734,High,Maize
24.99,1026.46,53.26,7.28,30.87,60.34,74.92,25.41,3.4,41.0,6,8.011,Medium,Barley
24.58,980.05,75.61,6.64,135.03,74.48,87.75,16.33,1.39,70.14,4,8.038,Medium,Cotton
21.27,798.26,96.27,6.46,98.51,100.22,93.6,13.61,3.39,44.55,2,7.683,Medium,Maize
29.54,1011.02,49.88,6.3,60.65,52.4,57.51,16.55,5.75,49.98,2,8.52,High,Maize
39.38,862.88,59.9,6.33,187.12,42.87,64.65,23.74,2.58,45.63,1,7.696,Medium,Wheat
20.59,1037.34,68.47,6.99,124.29,36.66,38.68,10.69,3.14,38.94,6,7.829,Medium,Barley
27.15,750.92,76.8,6.79,108.26,63.96,105.99,9.73,0.95,45.55,3,8.688,High,Soybean
35.47,845.23,56.61,6.47,104.02,69.59,71.46,18.36,4.06,15.57,0,7.122,Low,Rice
26.52,603.01,22.5,7.71,59.47,49.09,91.66,16.23,3.9,21.78,1,7.026,Low,Wheat
29.71,889.5,85.39,4.5,67.82,75.57,115.56,18.03,3.6,50.24,1,8.402,High,Wheat
20.63,656.7,76.41,6.91,171.4,69.31,85.5,21.78,3.17,68.52,3,8.137,Medium,Soybean
29.57,565.79,38.86,7.07,101.04,60.86,77.18,15.79,3.06,50.22,0,8.099,Medium,Rice
25.88,977.6,55.89,7.42,120.88,41.95,84.85,10.51,4.25,34.19,4,8.751,High,Cotton
32.91,963.82,88.52,6.45,38.23,50.36,81.58,26.18,3.46,23.36,5,7.267,Low,Sugarcane
34.12,1134.86,86.72,6.67,67.28,11.4,111.15,14.01,3.97,56.77,6,7.818,Medium,Barley
42.54,770.66,79.08,7.29,144.39,64.72,87.77,13.76,3.82,36.49,5,6.887,Low,Sugarcane
30.48,1022.42,62.36,7.69,135.11,60.53,66.39,22.41,5.19,54.65,4,7.774,Medium,Cotton
28.95,1065.24,66.24,6.26,190.14,63.77,106.2,16.46,4.52,50.85,7,8.836,High,Millet
28.17,1033.43,63.04,6.71,173.72,70.09,110.76,17.75,3.79,52.17,1,9.315,High,Wheat
24.88,652.3,81.92,7.84,110.77,67.72,46.54,19.93,5.78,45.5,0,7.861,Medium,Rice
29.03,944.81,51.86,4.8,138.92,57.79,118.32,22.33,4.13,50.75,1,7.394,Low,Wheat
25.23,1009.24,52.91,5.95,107.34,60.97,89.12,16.67,5.46,43.21,2,8.507,High,Maize
28.01,902.15,80.15,7.67,202.19,31.91,87.08,24.08,4.41,35.47,1,7.923,Medium,Wheat
34.91,274.06,64.33,7.37,165.96,48.33,105.17,9.46,0.74,30.55,1,6.32,Low,Wheat
20.96,948.15,85.68,6.92,126.79,61.01,65.83,21.04,5.46,10.0,4,7.43,Low,Cotton
33.84,1563.76,54.93,6.14,128.02,45.28,103.85,14.64,3.7,42.28,4,7.059,Low,Cotton
34.9,791.99,64.18,5.79,177.79,77.2,70.58,23.49,3.42,67.79,4,7.108,Low,Cotton
26.29,681.58,51.16,6.03,143.18,46.83,43.13,18.57,3.92,55.95,5,8.524,High,Sugarcane
14.27,1012.0,65.11,7.74,182.35,64.33,55.06,15.31,2.98,48.42,2,7.651,Medium,Maize
23.35,993.71,42.82,6.0,32.25,62.33,94.18,20.65,3.84,33.99,7,8.281,High,Millet
34.78,1257.82,57.69,6.58,138.45,74.93,56.36,21.57,2.61,59.96,7,6.958,Low,Millet
26.86,522.64,43.46,5.9,99.38,78.02,120.25,20.57,5.41,43.21,4,7.779,Medium,Cotton
21.0,1119.41,75.41,7.17,190.26,73.88,109.73,13.88,3.33,68.62,0,7.949,Medium,Rice
23.97,1077.13,75.75,6.07,181.86,17.88,113.34,16.06,2.93,30.28,5,8.446,High,Sugarcane
32.04,857.36,39.05,6.42,121.31,83.88,83.12,17.98,2.11,33.75,3,8.441,High,Soybean
30.28,1001.61,85.01,5.15,181.43,90.55,86.45,17.83,3.9,32.29,0,8.009,Medium,Rice
25.57,1208.84,100.0,5.21,191.32,50.36,50.16,21.0,3.78,22.77,6,7.215,Low,Barley
24.8,1161.69,65.69,6.51,122.98,64.73,104.89,9.94,4.08,30.94,6,7.854,Medium,Barley
24.65,557.09,55.38,5.44,218.88,42.18,89.5,19.34,1.96,46.55,0,8.186,High,Rice
21.47,1146.05,100.0,8.18,118.75,21.03,94.18,16.84,1.1,34.32,4,6.6,Low,Cotton
36.69,880.59,45.22,4.85,111.42,45.23,122.21,14.65,4.44,10.0,3,6.567,Low,Soybean
25.07,921.86,65.3,5.86,154.63,49.2,64.85,15.03,5.73,61.11,3,8.477,High,Soybean
34.3,921.96,67.69,6.51,105.85,52.9,76.85,17.14,1.96,19.74,5,8.143,High,Sugarcane
36.13,854.93,85.18,6.21,123.41,40.82,88.17,8.0,5.88,53.84,3,6.553,Low,Soybean
32.99,1257.51,70.4,5.62,176.38,45.33,56.61,15.19,3.93,45.47,6,8.341,High,Barley
24.41,874.88,57.52,5.73,120.77,59.78,75.31,14.5,3.49,76.76,2,8.343,High,Maize
29.42,564.14,50.73,5.71,52.2,44.6,92.32,20.13,2.9,59.95,4,7.1,Low,Cotton
26.85,781.94,59.87,6.27,134.69,70.87,71.86,14.78,1.42,37.43,3,8.646,High,Soybean
21.58,953.61,49.9,8.06,92.15,73.63,112.72,17.14,4.98,34.47,5,8.028,Medium,Sugarcane
28.95,1268.76,65.72,6.56,154.61,107.61,42.23,24.17,2.34,67.54,6,7.264,Low,Barley
19.93,1080.93,56.54,7.45,147.85,82.51,108.07,21.98,2.33,22.86,2,7.49,Medium,Maize
34.13,644.84,42.59,6.91,178.86,64.86,96.53,21.61,4.99,47.86,1,8.047,Medium,Wheat
24.21,1645.56,83.83,7.39,156.3,47.59,65.78,16.0,0.68,43.03,1,7.031,Low,Wheat
28.21,979.43,57.53,4.5,163.61,65.87,56.89,20.17,1.21,39.85,2,8.262,High,Maize
28.7,1282.62,45.98,6.26,93.24,66.53,27.99,17.06,3.47,50.3,6,7.863,Medium,Barley
25.45,854.49,62.48,7.55,152.16,49.73,60.12,17.22,3.94,47.84,5,7.927,Medium,Sugarcane
30.52,1060.01,66.03,6.04,198.74,75.67,106.18,19.64,4.23,51.86,2,9.347,High,Maize
24.15,1151.84,38.8,7.91,92.45,32.04,78.6,15.61,3.05,47.08,4,7.868,Medium,Cotton
32.23,1265.46,69.97,7.69,191.99,55.11,109.07,23.97,7.3,51.27,4,8.293,High,Cotton
18.92,1217.21,49.29,6.12,98.03,71.12,64.5,17.36,3.16,46.4,1,6.973,Low,Wheat
27.76,1161.66,90.67,6.1,85.92,54.25,97.68,20.47,3.15,35.11,3,8.475,High,Soybean
38.63,805.47,72.86,5.69,131.85,55.86,62.06,23.82,2.3,45.06,5,6.441,Low,Sugarcane
21.0,728.48,59.0,6.0,148.64,57.24,55.86,22.13,3.69,34.28,1,8.676,High,Wheat
22.93,999.78,53.82,5.51,156.47,43.29,77.32,12.36,4.42,33.29,3,8.055,Medium,Soybean
30.08,1179.94,63.43,6.84,81.53,83.48,63.38,19.78,5.31,39.96,3,8.221,High,Soybean
28.08,833.18,74.19,5.34,137.38,39.64,41.43,21.4,1.27,43.21,7,8.579,High,Millet
29.1,1219.55,64.62,6.98,92.58,66.36,75.44,21.57,3.13,45.53,4,8.163,High,Cotton
29.94,1335.79,61.74,7.0,60.44,68.27,82.66,13.55,4.17,58.75,6,7.738,Medium,Barley
30.81,625.1,65.88,5.17,82.85,41.03,111.71,15.37,4.38,37.52,0,7.892,Medium,Rice
33.66,648.92,55.94,7.74,89.96,61.46,103.42,21.98,3.51,47.95,6,8.132,Medium,Barley
29.46,857.89,59.85,6.91,140.86,41.81,110.5,14.95,4.31,46.77,0,9.578,High,Rice
25.55,992.28,33.71,7.1,166.09,87.82,98.01,16.8,2.29,35.87,2,8.437,High,Maize
31.04,742.63,79.61,5.89,61.07,37.22,88.32,24.3,5.84,46.11,4,8.257,High,Cotton
38.4,1305.66,69.48,7.0,134.08,46.92,49.28,17.81,4.99,60.04,3,6.975,Low,Soybean
26.2,1027.22,53.4,7.4,72.93,35.52,83.75,15.09,1.48,47.8,5,7.915,Medium,Sugarcane
21.15,911.83,93.48,6.42,145.16,32.85,94.92,14.49,1.89,48.4,0,7.911,Medium,Rice
33.64,469.23,66.31,8.1,95.09,91.82,116.44,19.33,1.93,34.42,6,7.958,Medium,Barley
26.28,505.26,49.46,6.54,77.95,70.86,97.16,12.67,4.52,74.53,3,7.449,Low,Soybean
13.96,984.3,77.85,7.41,151.99,62.81,111.01,17.01,1.57,35.27,0,7.729,Medium,Rice
32.08,260.22,70.97,6.73,96.52,46.87,54.2,19.33,3.0,19.98,0,6.771,Low,Rice
23.79,1203.79,70.92,6.97,107.36,78.15,71.84,23.2,4.18,57.9,7,7.786,Medium,Millet
26.46,852.55,58.61,5.16,31.2,43.52,90.73,20.67,3.4,43.28,0,8.263,High,Rice
28.99,1872.93,71.76,6.8,157.86,75.87,109.02,15.14,3.89,40.45,5,7.438,Low,Sugarcane
28.14,1592.37,61.07,5.91,152.84,42.55,76.37,22.71,1.9,36.82,4,6.78,Low,Cotton
31.26,845.57,73.34,5.82,120.22,47.11,77.94,16.8,4.39,73.08,5,7.642,Medium,Sugarcane
24.39,868.1,36.43,7.9,58.9,75.17,97.18,13.06,2.58,50.32,1,7.906,Medium,Wheat
30.08,1198.67,58.49,6.33,168.37,77.28,51.85,17.31,3.01,53.25,3,8.494,High,Soybean
25.44,1410.95,90.83,5.7,93.35,71.95,120.19,23.75,3.86,47.44,4,7.269,Low,Cotton
31.43,408.59,53.49,6.21,101.87,39.01,58.02,18.66,3.65,49.05,7,7.818,Medium,Millet
30.69,364.09,55.94,5.46,212.48,51.07,32.04,18.05,3.54,65.98,4,7.241,Low,Cotton
21.39,713.39,58.28,7.65,91.85,63.14,80.25,24.55,2.37,41.24,4,7.912,Medium,Cotton
33.52,1074.82,46.78,5.94,149.69,43.01,122.46,12.27,3.05,23.15,6,7.007,Low,Barley
23.78,1049.06,31.88,6.92,142.48,87.42,94.66,12.86,3.5,58.02,4,8.193,High,Cotton
31.85,1220.93,61.54,7.58,135.61,11.96,98.78,11.54,1.44,52.45,7,7.544,Medium,Millet
29.2,540.09,67.04,6.1,131.28,44.43,81.03,19.49,2.81,46.62,5,8.79,High,Sugarcane
38.03,205.16,64.21,6.93,135.06,49.81,76.19,18.67,4.08,52.06,4,6.071,Low,Cotton
25.66,1157.4,62.83,5.68,130.88,10.0,41.38,24.17,1.58,39.44,2,7.883,Medium,Maize
24.9,651.54,65.65,8.46,117.92,32.08,23.52,18.97,5.23,45.31,3,8.22,High,Soybean
26.88,294.45,80.34,7.25,180.45,72.51,84.91,16.38,5.4,43.02,4,7.774,Medium,Cotton
25.18,943.52,62.14,6.35,67.49,60.61,112.81,18.01,1.63,36.13,3,9.219,High,Soybean
31.8,1137.95,56.39,5.88,160.86,91.46,88.6,18.47,5.54,62.84,2,8.57,High,Maize
17.3,863.38,60.78,6.41,152.89,90.9,95.59,11.31,3.28,23.82,2,7.059,Low,Maize
20.68,762.65,73.69,6.23,147.94,68.66,119.59,28.0,4.13,80.41,3,7.619,Medium,Soybean
20.59,852.19,86.18,8.06,164.68,66.26,88.22,20.08,2.76,58.16,0,7.711,Medium,Rice
32.7,788.83,55.58,5.52,116.3,61.32,76.93,18.84,4.88,18.33,1,7.85,Medium,Wheat
37.26,495.59,66.48,6.61,45.24,10.0,59.54,20.46,4.11,41.64,6,6.402,Low,Barley
26.37,685.6,70.08,6.49,117.11,32.11,130.56,20.84,2.28,42.47,0,9.146,High,Rice
25.99,1056.38,50.11,6.41,80.35,62.01,93.16,17.44,1.75,50.88,0,9.044,High,Rice
27.42,996.5,65.31,6.41,90.73,72.32,56.41,15.48,1.31,30.16,5,9.318,High,Sugarcane
33.97,950.42,43.01,6.41,70.3,65.79,50.72,20.4,3.78,45.48,6,7.987,Medium,Barley
21.44,601.46,38.46,7.2,100.91,42.15,111.33,19.54,4.36,43.18,6,7.425,Low,Barley
28.43,845.55,70.5,6.99,96.14,78.75,54.06,14.76,4.48,33.94,0,8.462,High,Rice
32.85,246.88,59.24,6.84,24.9,89.65,126.35,23.68,3.32,31.85,4,6.68,Low,Cotton
30.01,953.54,68.03,4.5,148.01,78.76,15.0,19.17,1.76,58.78,5,7.398,Low,Sugarcane
28.14,1328.66,64.73,6.74,208.81,79.79,115.56,20.92,2.48,19.55,5,8.51,High,Sugarcane
33.01,457.76,50.35,5.18,144.25,48.82,92.17,23.57,5.23,52.17,2,7.248,Low,Maize
10.78,724.22,64.32,7.02,111.88,81.52,82.96,18.09,2.77,56.96,7,7.132,Low,Millet
31.07,998.73,46.5,7.68,117.81,62.92,75.61,19.27,3.72,41.72,6,8.054,Medium,Barley
23.08,1275.85,85.86,5.76,103.16,70.23,127.27,21.24,1.89,45.79,0,7.252,Low,Rice
16.02,765.53,44.66,6.29,123.6,67.31,97.68,15.1,4.0,62.45,2,7.575,Medium,Maize
30.07,692.32,62.06,6.02,118.52,57.57,57.42,18.22,2.81,34.43,3,9.146,High,Soybean
35.24,309.32,49.37,7.49,86.36,42.8,37.03,18.5,5.07,35.98,1,6.213,Low,Wheat
26.18,931.03,73.56,6.58,187.32,58.36,84.43,14.18,4.66,37.57,7,8.963,High,Millet
32.72,1512.62,60.03,7.88,60.51,79.74,79.97,27.27,2.76,62.48,7,5.881,Low,Millet
36.67,983.21,57.22,6.83,148.73,51.17,42.0,12.37,3.31,64.38,7,7.816,Medium,Millet
34.89,893.32,77.8,6.69,115.95,77.87,78.62,12.81,2.67,24.06,5,7.676,Medium,Sugarcane
36.84,996.62,65.44,6.55,196.03,74.74,65.65,23.26,1.37,60.09,3,7.751,Medium,Soybean
31.45,896.67,72.75,7.15,133.63,54.02,80.23,20.85,2.21,57.28,7,8.493,High,Millet
27.45,656.1,50.28,5.11,105.6,87.78,98.15,13.9,3.8,68.3,3,7.005,Low,Soybean
17.39,1146.98,43.93,6.57,110.09,52.89,117.32,20.43,3.99,50.78,4,7.109,Low,Cotton
25.52,967.73,66.61,6.44,121.6,90.19,102.72,23.87,3.72,44.34,7,8.594,High,Millet
21.94,905.28,60.22,7.08,74.29,68.68,61.96,17.88,3.05,62.18,1,8.656,High,Wheat
40.03,607.39,74.4,6.35,89.33,59.68,89.22,28.0,4.9,55.48,3,6.154,Low,Soybean
25.94,1291.05,63.8,5.67,48.6,42.24,81.58,11.1,3.6,78.67,3,6.512,Low,Soybean
27.74,1099.41,68.08,6.51,83.08,58.23,46.7,20.78,4.55,59.38,1,8.3,High,Wheat
30.31,734.12,40.65,5.63,123.76,55.92,89.96,22.67,0.84,47.3,7,7.95,Medium,Millet
27.26,1200.55,93.33,4.96,132.01,34.83,126.42,21.57,0.5,27.39,1,7.774,Medium,Wheat
37.17,750.73,62.54,7.08,40.83,55.65,80.81,17.18,3.93,36.29,3,7.59,Medium,Soybean
23.26,665.4,75.46,6.96,114.51,43.92,40.15,16.84,1.36,23.46,1,7.667,Medium,Wheat
28.17,672.09,52.46,6.87,142.54,71.72,80.76,19.78,3.18,41.77,3,8.823,High,Soybean
22.55,368.68,69.62,7.54,113.48,86.13,49.66,21.26,3.05,58.89,3,7.749,Medium,Soybean
19.08,1041.46,45.46,5.97,94.65,35.46,101.59,20.41,5.88,44.94,4,7.691,Medium,Cotton
23.33,350.66,71.78,5.36,103.51,94.25,93.12,22.16,4.1,60.33,0,6.668,Low,Rice
26.78,531.47,59.66,6.44,98.37,57.43,75.73,13.92,3.75,50.06,3,8.096,Medium,Soybean
24.42,277.32,65.44,6.22,94.53,40.5,71.72,17.09,4.76,38.95,7,7.744,Medium,Millet
22.85,874.18,75.47,5.83,126.95,75.16,74.69,14.24,4.05,46.31,2,8.797,High,Maize
18.56,854.9,46.51,6.44,212.31,51.07,80.21,16.46,2.81,52.08,5,8.597,High,Sugarcane
26.5,801.99,54.73,6.01,90.25,58.37,60.69,22.06,5.11,47.09,6,8.266,High,Barley
17.97,587.23,71.86,5.03,107.27,51.91,45.31,18.43,1.84,47.26,0,6.667,Low,Rice
31.56,548.33,96.47,6.15,117.93,43.67,108.47,28.0,3.98,33.46,0,6.687,Low,Rice
27.49,1039.31,62.93,5.59,92.51,74.48,70.36,18.77,1.18,38.51,0,8.945,High,Rice
18.25,734.83,73.87,6.69,163.93,54.27,84.18,18.24,3.81,78.88,4,7.007,Low,Cotton
25.14,994.91,63.4,5.98,25.16,31.27,87.13,18.42,3.79,63.43,3,8.169,High,Soybean
22.49,634.43,94.13,7.39,98.76,71.02,88.05,15.45,6.01,22.89,4,7.104,Low,Cotton
28.92,954.32,38.79,7.78,152.73,35.89,50.65,17.77,1.15,10.0,3,7.63,Medium,Soybean
35.04,1290.98,66.42,7.04,108.24,36.93,38.1,22.51,2.6,46.14,7,7.361,Low,Millet
15.75,1075.85,40.62,5.26,87.17,83.85,65.28,18.46,4.73,58.4,4,7.097,Low,Cotton
27.69,776.28,27.4,7.7,137.63,36.07,89.89,14.83,4.0,37.2,4,8.244,High,Cotton
26.04,977.16,69.46,7.76,156.25,13.67,61.8,14.3,3.77,60.32,5,7.876,Medium,Sugarcane
31.03,827.8,67.09,6.52,128.43,72.46,71.13,16.2,2.07,45.89,2,8.543,High,Maize
28.28,902.36,60.73,7.56,87.95,53.92,133.18,18.3,2.61,42.55,4,8.403,High,Cotton
22.49,802.32,63.41,6.06,138.25,55.65,33.86,22.77,5.37,56.34,5,7.578,Medium,Sugarcane
25.09,850.7,100.0,5.01,103.92,53.71,61.12,12.64,3.42,37.02,1,7.166,Low,Wheat
22.22,963.63,61.13,5.89,149.81,64.63,127.42,16.72,4.06,40.7,2,8.744,High,Maize
33.46,601.99,72.65,7.88,179.33,44.95,78.89,18.58,3.33,55.05,7,7.807,Medium,Millet
27.13,595.24,55.26,5.31,20.0,89.52,62.35,10.67,1.73,44.53,4,7.448,Low,Cotton
38.41,483.44,69.43,6.5,124.44,30.48,109.22,14.67,4.9,73.63,6,6.251,Low,Barley
26.64,419.92,61.43,6.53,50.57,68.9,81.38,15.28,4.25,55.41,0,7.955,Medium,Rice
22.75,534.82,58.84,6.09,217.67,72.84,71.29,14.82,6.96,54.43,1,7.873,Medium,Wheat
17.92,947.84,92.28,6.15,101.28,44.81,84.81,18.77,1.98,44.26,1,8.148,High,Wheat
16.18,632.16,82.66,6.56,149.85,39.53,63.55,17.36,4.73,58.12,7,7.015,Low,Millet
17.5,1054.08,67.05,6.05,118.59,80.34,54.56,15.78,1.53,40.16,5,7.55,Medium,Sugarcane
